# Cho et al. Cryogenics 46 (2006) 778-793, Fig. 5
# LOX T vs time, T_LOX,i=91 K, T_He=288 K.
# P=1 bar measured/calculated (V_He/V_LOX=1.39 min^-1, 100 L/min);
# P=3 bar measured/calculated (V_He/V_LOX=1.21 min^-1, 87 L/min).
# Digitized from vector markers (measured) and polylines (calculated); legend frame excluded.
# 1 Hz linear interpolation of extracted vertices (no cubic overshoot).
time_s,P1bar_measured,P3bar_measured,P1bar_calculated,P3bar_calculated
564,87.5620,92.3094,88.1928,92.2349
565,87.5593,92.3102,88.1902,92.2364
566,87.5566,92.3109,88.1876,92.2379
567,87.5539,92.3117,88.1841,92.2386
568,87.5512,92.3124,88.1806,92.2394
569,87.5485,92.3132,88.1772,92.2402
570,87.5457,92.3139,88.1737,92.2409
571,87.5430,92.3147,88.1702,92.2417
572,87.5403,92.3154,88.1667,92.2425
573,87.5376,92.3162,88.1633,92.2433
574,87.5349,92.3169,88.1598,92.2440
575,87.5322,92.3177,88.1563,92.2448
576,87.5295,92.3184,88.1529,92.2456
577,87.5267,92.3192,88.1494,92.2464
578,87.5240,92.3199,88.1459,92.2471
579,87.5213,92.3207,88.1424,92.2479
580,87.5186,92.3214,88.1390,92.2487
581,87.5159,92.3222,88.1356,92.2496
582,87.5132,92.3229,88.1322,92.2507
583,87.5104,92.3237,88.1289,92.2519
584,87.5077,92.3244,88.1255,92.2530
585,87.5050,92.3252,88.1222,92.2541
586,87.5023,92.3259,88.1189,92.2552
587,87.4996,92.3266,88.1155,92.2563
588,87.4969,92.3274,88.1122,92.2574
589,87.4942,92.3281,88.1089,92.2585
590,87.4914,92.3289,88.1055,92.2596
591,87.4887,92.3296,88.1022,92.2608
592,87.4860,92.3304,88.0988,92.2619
593,87.4833,92.3311,88.0955,92.2630
594,87.4806,92.3319,88.0922,92.2641
595,87.4779,92.3326,88.0888,92.2652
596,87.4755,92.3348,88.0852,92.2665
597,87.4738,92.3389,88.0811,92.2680
598,87.4720,92.3431,88.0770,92.2694
599,87.4702,92.3472,88.0730,92.2709
600,87.4684,92.3513,88.0689,92.2724
601,87.4667,92.3554,88.0648,92.2739
602,87.4649,92.3595,88.0607,92.2754
603,87.4631,92.3636,88.0567,92.2769
604,87.4613,92.3678,88.0526,92.2783
605,87.4595,92.3719,88.0485,92.2798
606,87.4578,92.3760,88.0444,92.2813
607,87.4560,92.3801,88.0404,92.2828
608,87.4542,92.3842,88.0363,92.2843
609,87.4524,92.3884,88.0322,92.2858
610,87.4507,92.3925,88.0281,92.2872
611,87.4489,92.3966,88.0245,92.2887
612,87.4471,92.4007,88.0219,92.2902
613,87.4453,92.4048,88.0193,92.2917
614,87.4435,92.4089,88.0167,92.2932
615,87.4418,92.4131,88.0142,92.2947
616,87.4400,92.4172,88.0116,92.2961
617,87.4382,92.4213,88.0090,92.2976
618,87.4364,92.4254,88.0064,92.2991
619,87.4346,92.4295,88.0038,92.3006
620,87.4329,92.4337,88.0012,92.3021
621,87.4311,92.4378,87.9986,92.3036
622,87.4293,92.4419,87.9960,92.3050
623,87.4275,92.4460,87.9934,92.3065
624,87.4258,92.4501,87.9908,92.3080
625,87.4240,92.4543,87.9882,92.3095
626,87.4222,92.4584,87.9855,92.3109
627,87.4204,92.4625,87.9820,92.3121
628,87.4186,92.4666,87.9785,92.3132
629,87.4169,92.4707,87.9750,92.3144
630,87.4151,92.4748,87.9716,92.3155
631,87.4133,92.4790,87.9681,92.3167
632,87.4115,92.4831,87.9646,92.3178
633,87.4098,92.4872,87.9611,92.3190
634,87.4080,92.4913,87.9577,92.3201
635,87.4062,92.4954,87.9542,92.3213
636,87.4044,92.4996,87.9507,92.3225
637,87.4026,92.5037,87.9472,92.3236
638,87.4009,92.5078,87.9437,92.3248
639,87.3991,92.5119,87.9403,92.3259
640,87.3973,92.5160,87.9368,92.3271
641,87.3955,92.5201,87.9334,92.3285
642,87.3937,92.5243,87.9301,92.3299
643,87.3920,92.5284,87.9267,92.3314
644,87.3902,92.5325,87.9234,92.3329
645,87.3884,92.5366,87.9201,92.3344
646,87.3866,92.5407,87.9167,92.3359
647,87.3849,92.5449,87.9134,92.3374
648,87.3831,92.5490,87.9100,92.3388
649,87.3813,92.5531,87.9067,92.3403
650,87.3795,92.5572,87.9034,92.3418
651,87.3777,92.5613,87.9000,92.3433
652,87.3760,92.5655,87.8967,92.3448
653,87.3742,92.5696,87.8934,92.3463
654,87.3724,92.5737,87.8900,92.3477
655,87.3706,92.5778,87.8867,92.3492
656,87.3679,92.5792,87.8836,92.3505
657,87.3646,92.5787,87.8806,92.3516
658,87.3612,92.5781,87.8776,92.3527
659,87.3578,92.5775,87.8747,92.3538
660,87.3545,92.5770,87.8717,92.3549
661,87.3511,92.5764,87.8687,92.3561
662,87.3477,92.5759,87.8658,92.3572
663,87.3443,92.5753,87.8628,92.3583
664,87.3410,92.5747,87.8598,92.3594
665,87.3376,92.5742,87.8569,92.3605
666,87.3342,92.5736,87.8539,92.3616
667,87.3309,92.5730,87.8509,92.3627
668,87.3275,92.5725,87.8480,92.3638
669,87.3241,92.5719,87.8450,92.3650
670,87.3208,92.5714,87.8420,92.3661
671,87.3174,92.5708,87.8391,92.3674
672,87.3140,92.5702,87.8361,92.3688
673,87.3107,92.5697,87.8331,92.3703
674,87.3073,92.5691,87.8302,92.3718
675,87.3039,92.5686,87.8272,92.3733
676,87.3006,92.5680,87.8242,92.3748
677,87.2972,92.5674,87.8213,92.3763
678,87.2938,92.5669,87.8183,92.3777
679,87.2904,92.5663,87.8153,92.3792
680,87.2871,92.5657,87.8124,92.3807
681,87.2837,92.5652,87.8094,92.3822
682,87.2803,92.5646,87.8065,92.3837
683,87.2770,92.5641,87.8035,92.3852
684,87.2736,92.5635,87.8005,92.3866
685,87.2702,92.5629,87.7976,92.3881
686,87.2669,92.5624,87.7944,92.3895
687,87.2635,92.5618,87.7909,92.3907
688,87.2601,92.5612,87.7875,92.3918
689,87.2568,92.5607,87.7840,92.3930
690,87.2534,92.5601,87.7805,92.3941
691,87.2500,92.5596,87.7770,92.3953
692,87.2467,92.5590,87.7736,92.3964
693,87.2433,92.5584,87.7701,92.3976
694,87.2399,92.5579,87.7666,92.3988
695,87.2365,92.5573,87.7631,92.3999
696,87.2332,92.5568,87.7597,92.4011
697,87.2298,92.5562,87.7562,92.4022
698,87.2264,92.5556,87.7527,92.4034
699,87.2231,92.5551,87.7492,92.4046
700,87.2197,92.5545,87.7458,92.4057
701,87.2163,92.5539,87.7427,92.4071
702,87.2130,92.5534,87.7397,92.4086
703,87.2096,92.5528,87.7368,92.4101
704,87.2062,92.5523,87.7338,92.4116
705,87.2029,92.5517,87.7308,92.4131
706,87.1995,92.5511,87.7279,92.4145
707,87.1961,92.5506,87.7249,92.4160
708,87.1928,92.5500,87.7219,92.4175
709,87.1894,92.5494,87.7190,92.4190
710,87.1860,92.5489,87.7160,92.4205
711,87.1826,92.5483,87.7130,92.4219
712,87.1793,92.5478,87.7101,92.4234
713,87.1759,92.5472,87.7071,92.4249
714,87.1725,92.5466,87.7041,92.4264
715,87.1692,92.5461,87.7012,92.4279
716,87.1668,92.5472,87.6982,92.4288
717,87.1649,92.5490,87.6952,92.4295
718,87.1629,92.5508,87.6923,92.4303
719,87.1609,92.5526,87.6893,92.4310
720,87.1590,92.5543,87.6863,92.4318
721,87.1570,92.5561,87.6834,92.4325
722,87.1550,92.5579,87.6804,92.4333
723,87.1531,92.5597,87.6775,92.4340
724,87.1511,92.5615,87.6745,92.4348
725,87.1491,92.5632,87.6715,92.4355
726,87.1472,92.5650,87.6686,92.4363
727,87.1452,92.5668,87.6656,92.4370
728,87.1432,92.5686,87.6626,92.4378
729,87.1413,92.5704,87.6597,92.4385
730,87.1393,92.5721,87.6567,92.4392
731,87.1373,92.5739,87.6535,92.4402
732,87.1354,92.5757,87.6502,92.4413
733,87.1334,92.5775,87.6469,92.4424
734,87.1314,92.5792,87.6435,92.4435
735,87.1295,92.5810,87.6402,92.4447
736,87.1275,92.5828,87.6369,92.4458
737,87.1255,92.5846,87.6335,92.4469
738,87.1236,92.5864,87.6302,92.4480
739,87.1216,92.5881,87.6269,92.4491
740,87.1196,92.5899,87.6235,92.4502
741,87.1177,92.5917,87.6202,92.4513
742,87.1157,92.5935,87.6169,92.4524
743,87.1137,92.5952,87.6135,92.4535
744,87.1118,92.5970,87.6102,92.4546
745,87.1098,92.5988,87.6069,92.4557
746,87.1078,92.6006,87.6036,92.4571
747,87.1059,92.6024,87.6005,92.4586
748,87.1039,92.6041,87.5975,92.4602
749,87.1019,92.6059,87.5944,92.4617
750,87.1000,92.6077,87.5913,92.4632
751,87.0980,92.6095,87.5882,92.4648
752,87.0960,92.6113,87.5851,92.4663
753,87.0941,92.6130,87.5820,92.4679
754,87.0921,92.6148,87.5789,92.4694
755,87.0901,92.6166,87.5758,92.4710
756,87.0882,92.6184,87.5727,92.4725
757,87.0862,92.6201,87.5696,92.4741
758,87.0842,92.6219,87.5665,92.4756
759,87.0823,92.6237,87.5634,92.4772
760,87.0803,92.6255,87.5603,92.4787
761,87.0784,92.6273,87.5573,92.4798
762,87.0764,92.6290,87.5544,92.4809
763,87.0744,92.6308,87.5514,92.4820
764,87.0725,92.6326,87.5485,92.4831
765,87.0705,92.6344,87.5455,92.4843
766,87.0685,92.6361,87.5425,92.4854
767,87.0666,92.6379,87.5396,92.4865
768,87.0646,92.6397,87.5366,92.4876
769,87.0626,92.6415,87.5337,92.4887
770,87.0607,92.6433,87.5307,92.4898
771,87.0587,92.6450,87.5277,92.4909
772,87.0567,92.6468,87.5248,92.4920
773,87.0548,92.6486,87.5218,92.4932
774,87.0528,92.6504,87.5189,92.4943
775,87.0508,92.6522,87.5159,92.4954
776,87.0491,92.6527,87.5133,92.4968
777,87.0474,92.6531,87.5107,92.4983
778,87.0457,92.6534,87.5081,92.4998
779,87.0441,92.6538,87.5055,92.5013
780,87.0424,92.6542,87.5029,92.5028
781,87.0407,92.6546,87.5003,92.5042
782,87.0390,92.6549,87.4977,92.5057
783,87.0373,92.6553,87.4951,92.5072
784,87.0356,92.6557,87.4925,92.5087
785,87.0339,92.6561,87.4899,92.5102
786,87.0323,92.6564,87.4873,92.5117
787,87.0306,92.6568,87.4847,92.5131
788,87.0289,92.6572,87.4821,92.5146
789,87.0272,92.6575,87.4795,92.5161
790,87.0255,92.6579,87.4769,92.5176
791,87.0238,92.6583,87.4743,92.5191
792,87.0221,92.6587,87.4717,92.5206
793,87.0205,92.6590,87.4691,92.5220
794,87.0188,92.6594,87.4665,92.5235
795,87.0171,92.6598,87.4639,92.5250
796,87.0154,92.6602,87.4613,92.5265
797,87.0137,92.6605,87.4587,92.5280
798,87.0120,92.6609,87.4562,92.5295
799,87.0104,92.6613,87.4536,92.5309
800,87.0087,92.6617,87.4510,92.5324
801,87.0070,92.6620,87.4484,92.5339
802,87.0053,92.6624,87.4458,92.5354
803,87.0036,92.6628,87.4432,92.5369
804,87.0019,92.6632,87.4406,92.5384
805,87.0002,92.6635,87.4380,92.5398
806,86.9986,92.6639,87.4348,92.5411
807,86.9969,92.6643,87.4314,92.5423
808,86.9952,92.6647,87.4279,92.5434
809,86.9935,92.6650,87.4244,92.5446
810,86.9918,92.6654,87.4209,92.5457
811,86.9901,92.6658,87.4175,92.5469
812,86.9885,92.6661,87.4140,92.5480
813,86.9868,92.6665,87.4105,92.5492
814,86.9851,92.6669,87.4070,92.5504
815,86.9834,92.6673,87.4035,92.5515
816,86.9817,92.6676,87.4001,92.5527
817,86.9800,92.6680,87.3966,92.5538
818,86.9783,92.6684,87.3931,92.5550
819,86.9767,92.6688,87.3896,92.5561
820,86.9750,92.6691,87.3863,92.5573
821,86.9733,92.6695,87.3837,92.5588
822,86.9716,92.6699,87.3811,92.5603
823,86.9699,92.6703,87.3785,92.5618
824,86.9682,92.6706,87.3759,92.5633
825,86.9666,92.6710,87.3733,92.5648
826,86.9649,92.6714,87.3707,92.5663
827,86.9632,92.6718,87.3681,92.5678
828,86.9615,92.6721,87.3656,92.5692
829,86.9598,92.6725,87.3630,92.5707
830,86.9581,92.6729,87.3604,92.5722
831,86.9564,92.6733,87.3578,92.5737
832,86.9548,92.6736,87.3552,92.5752
833,86.9531,92.6740,87.3526,92.5767
834,86.9514,92.6744,87.3500,92.5782
835,86.9496,92.6748,87.3474,92.5796
836,86.9467,92.6760,87.3448,92.5804
837,86.9437,92.6772,87.3422,92.5811
838,86.9407,92.6784,87.3396,92.5818
839,86.9377,92.6797,87.3370,92.5826
840,86.9347,92.6809,87.3344,92.5833
841,86.9317,92.6821,87.3318,92.5840
842,86.9287,92.6833,87.3292,92.5848
843,86.9257,92.6845,87.3266,92.5855
844,86.9227,92.6857,87.3240,92.5863
845,86.9197,92.6870,87.3215,92.5870
846,86.9167,92.6882,87.3189,92.5877
847,86.9137,92.6894,87.3163,92.5885
848,86.9107,92.6906,87.3137,92.5892
849,86.9077,92.6918,87.3111,92.5899
850,86.9047,92.6931,87.3085,92.5907
851,86.9017,92.6943,87.3052,92.5918
852,86.8987,92.6955,87.3019,92.5929
853,86.8957,92.6967,87.2985,92.5940
854,86.8927,92.6979,87.2952,92.5951
855,86.8897,92.6991,87.2919,92.5962
856,86.8867,92.7004,87.2885,92.5973
857,86.8837,92.7016,87.2852,92.5984
858,86.8808,92.7028,87.2819,92.5996
859,86.8778,92.7040,87.2785,92.6007
860,86.8748,92.7052,87.2752,92.6018
861,86.8718,92.7064,87.2718,92.6029
862,86.8688,92.7077,87.2685,92.6040
863,86.8658,92.7089,87.2652,92.6051
864,86.8628,92.7101,87.2618,92.6062
865,86.8598,92.7113,87.2585,92.6073
866,86.8568,92.7125,87.2563,92.6088
867,86.8538,92.7138,87.2544,92.6104
868,86.8508,92.7150,87.2525,92.6119
869,86.8478,92.7162,87.2505,92.6134
870,86.8448,92.7174,87.2486,92.6150
871,86.8418,92.7186,87.2467,92.6165
872,86.8388,92.7198,87.2447,92.6181
873,86.8358,92.7211,87.2428,92.6196
874,86.8328,92.7223,87.2409,92.6212
875,86.8298,92.7235,87.2389,92.6227
876,86.8268,92.7247,87.2370,92.6243
877,86.8238,92.7259,87.2351,92.6258
878,86.8208,92.7271,87.2332,92.6273
879,86.8178,92.7284,87.2312,92.6289
880,86.8148,92.7296,87.2286,92.6303
881,86.8119,92.7308,87.2246,92.6314
882,86.8089,92.7320,87.2205,92.6325
883,86.8059,92.7332,87.2164,92.6336
884,86.8029,92.7345,87.2123,92.6348
885,86.7999,92.7357,87.2082,92.6359
886,86.7969,92.7369,87.2041,92.6370
887,86.7939,92.7381,87.2001,92.6381
888,86.7909,92.7393,87.1960,92.6392
889,86.7879,92.7405,87.1919,92.6403
890,86.7849,92.7418,87.1878,92.6414
891,86.7819,92.7430,87.1837,92.6426
892,86.7789,92.7442,87.1797,92.6437
893,86.7759,92.7454,87.1756,92.6448
894,86.7729,92.7466,87.1715,92.6459
895,86.7705,92.7482,87.1677,92.6471
896,86.7706,92.7513,87.1651,92.6486
897,86.7707,92.7544,87.1625,92.6500
898,86.7708,92.7575,87.1599,92.6515
899,86.7709,92.7606,87.1573,92.6530
900,86.7710,92.7637,87.1547,92.6545
901,86.7711,92.7668,87.1521,92.6560
902,86.7712,92.7698,87.1495,92.6575
903,86.7713,92.7729,87.1469,92.6589
904,86.7714,92.7760,87.1444,92.6604
905,86.7715,92.7791,87.1418,92.6619
906,86.7716,92.7822,87.1392,92.6634
907,86.7717,92.7853,87.1366,92.6649
908,86.7717,92.7884,87.1340,92.6664
909,86.7718,92.7915,87.1314,92.6678
910,86.7719,92.7946,87.1288,92.6693
911,86.7720,92.7976,87.1266,92.6704
912,86.7721,92.8007,87.1244,92.6715
913,86.7722,92.8038,87.1221,92.6726
914,86.7723,92.8069,87.1199,92.6737
915,86.7724,92.8100,87.1177,92.6748
916,86.7725,92.8131,87.1155,92.6759
917,86.7726,92.8162,87.1133,92.6771
918,86.7727,92.8193,87.1110,92.6782
919,86.7728,92.8224,87.1088,92.6793
920,86.7729,92.8254,87.1066,92.6804
921,86.7730,92.8285,87.1044,92.6815
922,86.7730,92.8316,87.1022,92.6826
923,86.7731,92.8347,87.0999,92.6837
924,86.7732,92.8378,87.0977,92.6848
925,86.7733,92.8409,87.0955,92.6859
926,86.7734,92.8440,87.0936,92.6867
927,86.7735,92.8471,87.0916,92.6875
928,86.7736,92.8502,87.0897,92.6882
929,86.7737,92.8532,87.0878,92.6890
930,86.7738,92.8563,87.0858,92.6898
931,86.7739,92.8594,87.0839,92.6906
932,86.7740,92.8625,87.0820,92.6913
933,86.7741,92.8656,87.0800,92.6921
934,86.7742,92.8687,87.0781,92.6929
935,86.7743,92.8718,87.0762,92.6937
936,86.7744,92.8749,87.0742,92.6944
937,86.7744,92.8780,87.0723,92.6952
938,86.7745,92.8810,87.0704,92.6960
939,86.7746,92.8841,87.0684,92.6967
940,86.7747,92.8872,87.0659,92.6978
941,86.7748,92.8903,87.0625,92.6993
942,86.7749,92.8934,87.0592,92.7008
943,86.7750,92.8965,87.0559,92.7023
944,86.7751,92.8996,87.0525,92.7038
945,86.7752,92.9027,87.0492,92.7053
946,86.7753,92.9058,87.0459,92.7067
947,86.7754,92.9088,87.0425,92.7082
948,86.7755,92.9119,87.0392,92.7097
949,86.7756,92.9150,87.0359,92.7112
950,86.7757,92.9181,87.0325,92.7127
951,86.7758,92.9212,87.0292,92.7142
952,86.7758,92.9243,87.0259,92.7156
953,86.7759,92.9274,87.0225,92.7171
954,86.7760,92.9305,87.0192,92.7186
955,86.7752,92.9324,87.0164,92.7200
956,86.7727,92.9321,87.0145,92.7211
957,86.7701,92.9318,87.0127,92.7222
958,86.7676,92.9315,87.0108,92.7233
959,86.7651,92.9312,87.0090,92.7244
960,86.7626,92.9310,87.0071,92.7255
961,86.7600,92.9307,87.0052,92.7266
962,86.7575,92.9304,87.0034,92.7278
963,86.7550,92.9301,87.0015,92.7289
964,86.7525,92.9298,86.9997,92.7300
965,86.7499,92.9296,86.9978,92.7311
966,86.7474,92.9293,86.9960,92.7322
967,86.7449,92.9290,86.9941,92.7333
968,86.7423,92.9287,86.9923,92.7344
969,86.7398,92.9284,86.9904,92.7356
970,86.7373,92.9281,86.9884,92.7368
971,86.7348,92.9279,86.9858,92.7382
972,86.7322,92.9276,86.9832,92.7397
973,86.7297,92.9273,86.9806,92.7412
974,86.7272,92.9270,86.9780,92.7427
975,86.7247,92.9267,86.9754,92.7442
976,86.7221,92.9265,86.9728,92.7457
977,86.7196,92.9262,86.9702,92.7471
978,86.7171,92.9259,86.9676,92.7486
979,86.7145,92.9256,86.9650,92.7501
980,86.7120,92.9253,86.9624,92.7516
981,86.7095,92.9251,86.9598,92.7531
982,86.7070,92.9248,86.9572,92.7546
983,86.7044,92.9245,86.9546,92.7560
984,86.7019,92.9242,86.9520,92.7575
985,86.6994,92.9239,86.9494,92.7590
986,86.6969,92.9237,86.9467,92.7601
987,86.6943,92.9234,86.9440,92.7613
988,86.6918,92.9231,86.9413,92.7624
989,86.6893,92.9228,86.9386,92.7636
990,86.6868,92.9225,86.9359,92.7647
991,86.6842,92.9222,86.9332,92.7659
992,86.6817,92.9220,86.9305,92.7670
993,86.6792,92.9217,86.9278,92.7682
994,86.6766,92.9214,86.9251,92.7694
995,86.6741,92.9211,86.9224,92.7705
996,86.6716,92.9208,86.9197,92.7717
997,86.6691,92.9206,86.9170,92.7728
998,86.6665,92.9203,86.9143,92.7740
999,86.6640,92.9200,86.9116,92.7751
1000,86.6615,92.9197,86.9088,92.7760
1001,86.6590,92.9194,86.9058,92.7768
1002,86.6564,92.9192,86.9028,92.7775
1003,86.6539,92.9189,86.8998,92.7782
1004,86.6514,92.9186,86.8969,92.7790
1005,86.6488,92.9183,86.8939,92.7797
1006,86.6463,92.9180,86.8909,92.7805
1007,86.6438,92.9178,86.8880,92.7812
1008,86.6413,92.9175,86.8850,92.7820
1009,86.6387,92.9172,86.8820,92.7827
1010,86.6362,92.9169,86.8790,92.7834
1011,86.6337,92.9166,86.8761,92.7842
1012,86.6312,92.9163,86.8731,92.7849
1013,86.6286,92.9161,86.8701,92.7857
1014,86.6261,92.9158,86.8672,92.7864
1015,86.6247,92.9162,86.8648,92.7875
1016,86.6243,92.9173,86.8629,92.7890
1017,86.6239,92.9185,86.8611,92.7905
1018,86.6235,92.9196,86.8592,92.7920
1019,86.6232,92.9207,86.8574,92.7935
1020,86.6228,92.9218,86.8555,92.7949
1021,86.6224,92.9230,86.8537,92.7964
1022,86.6220,92.9241,86.8518,92.7979
1023,86.6217,92.9252,86.8500,92.7994
1024,86.6213,92.9263,86.8481,92.8009
1025,86.6209,92.9275,86.8463,92.8024
1026,86.6206,92.9286,86.8444,92.8038
1027,86.6202,92.9297,86.8426,92.8053
1028,86.6198,92.9308,86.8407,92.8068
1029,86.6194,92.9319,86.8389,92.8083
1030,86.6191,92.9331,86.8367,92.8096
1031,86.6187,92.9342,86.8341,92.8107
1032,86.6183,92.9353,86.8315,92.8119
1033,86.6179,92.9364,86.8289,92.8130
1034,86.6176,92.9376,86.8263,92.8141
1035,86.6172,92.9387,86.8237,92.8152
1036,86.6168,92.9398,86.8211,92.8163
1037,86.6164,92.9409,86.8185,92.8174
1038,86.6161,92.9421,86.8159,92.8185
1039,86.6157,92.9432,86.8134,92.8196
1040,86.6153,92.9443,86.8108,92.8208
1041,86.6149,92.9454,86.8082,92.8219
1042,86.6146,92.9466,86.8056,92.8230
1043,86.6142,92.9477,86.8030,92.8241
1044,86.6138,92.9488,86.8004,92.8252
1045,86.6134,92.9499,86.7980,92.8264
1046,86.6131,92.9510,86.7960,92.8280
1047,86.6127,92.9522,86.7941,92.8295
1048,86.6123,92.9533,86.7922,92.8311
1049,86.6119,92.9544,86.7902,92.8326
1050,86.6116,92.9555,86.7883,92.8342
1051,86.6112,92.9567,86.7864,92.8357
1052,86.6108,92.9578,86.7844,92.8373
1053,86.6104,92.9589,86.7825,92.8388
1054,86.6101,92.9600,86.7806,92.8404
1055,86.6097,92.9612,86.7786,92.8419
1056,86.6093,92.9623,86.7767,92.8434
1057,86.6090,92.9634,86.7748,92.8450
1058,86.6086,92.9645,86.7728,92.8465
1059,86.6082,92.9656,86.7709,92.8481
1060,86.6078,92.9668,86.7688,92.8496
1061,86.6075,92.9679,86.7665,92.8511
1062,86.6071,92.9690,86.7643,92.8525
1063,86.6067,92.9701,86.7621,92.8540
1064,86.6063,92.9713,86.7599,92.8555
1065,86.6060,92.9724,86.7577,92.8570
1066,86.6056,92.9735,86.7554,92.8585
1067,86.6052,92.9746,86.7532,92.8600
1068,86.6048,92.9758,86.7510,92.8614
1069,86.6045,92.9769,86.7488,92.8629
1070,86.6041,92.9780,86.7466,92.8644
1071,86.6037,92.9791,86.7443,92.8659
1072,86.6033,92.9803,86.7421,92.8674
1073,86.6030,92.9814,86.7399,92.8689
1074,86.6026,92.9825,86.7377,92.8703
1075,86.6011,92.9840,86.7347,92.8711
1076,86.5990,92.9857,86.7314,92.8715
1077,86.5970,92.9874,86.7280,92.8718
1078,86.5949,92.9890,86.7247,92.8722
1079,86.5929,92.9907,86.7214,92.8726
1080,86.5908,92.9924,86.7180,92.8729
1081,86.5888,92.9941,86.7147,92.8733
1082,86.5867,92.9958,86.7113,92.8737
1083,86.5846,92.9975,86.7080,92.8741
1084,86.5826,92.9992,86.7047,92.8744
1085,86.5805,93.0008,86.7013,92.8748
1086,86.5785,93.0025,86.6980,92.8752
1087,86.5764,93.0042,86.6947,92.8755
1088,86.5743,93.0059,86.6913,92.8759
1089,86.5723,93.0076,86.6880,92.8763
1090,86.5702,93.0093,86.6855,92.8777
1091,86.5682,93.0109,86.6836,92.8799
1092,86.5661,93.0126,86.6818,92.8821
1093,86.5640,93.0143,86.6799,92.8843
1094,86.5620,93.0160,86.6781,92.8866
1095,86.5599,93.0177,86.6762,92.8888
1096,86.5579,93.0194,86.6744,92.8910
1097,86.5558,93.0211,86.6725,92.8932
1098,86.5538,93.0227,86.6707,92.8954
1099,86.5517,93.0244,86.6688,92.8977
1100,86.5496,93.0261,86.6670,92.8999
1101,86.5476,93.0278,86.6651,92.9021
1102,86.5455,93.0295,86.6633,92.9043
1103,86.5435,93.0312,86.6614,92.9065
1104,86.5414,93.0329,86.6596,92.9088
1105,86.5393,93.0345,86.6577,92.9105
1106,86.5373,93.0362,86.6557,92.9117
1107,86.5352,93.0379,86.6538,92.9128
1108,86.5332,93.0396,86.6519,92.9140
1109,86.5311,93.0413,86.6499,92.9152
1110,86.5290,93.0430,86.6480,92.9163
1111,86.5270,93.0446,86.6461,92.9175
1112,86.5249,93.0463,86.6441,92.9186
1113,86.5229,93.0480,86.6422,92.9198
1114,86.5208,93.0497,86.6403,92.9210
1115,86.5188,93.0514,86.6383,92.9221
1116,86.5167,93.0531,86.6364,92.9233
1117,86.5146,93.0548,86.6345,92.9244
1118,86.5126,93.0564,86.6325,92.9256
1119,86.5105,93.0581,86.6306,92.9268
1120,86.5085,93.0598,86.6277,92.9275
1121,86.5064,93.0615,86.6247,92.9283
1122,86.5043,93.0632,86.6218,92.9290
1123,86.5023,93.0649,86.6188,92.9298
1124,86.5002,93.0665,86.6158,92.9305
1125,86.4982,93.0682,86.6129,92.9313
1126,86.4961,93.0699,86.6099,92.9320
1127,86.4940,93.0716,86.6069,92.9327
1128,86.4920,93.0733,86.6040,92.9335
1129,86.4899,93.0750,86.6010,92.9342
1130,86.4879,93.0767,86.5980,92.9350
1131,86.4858,93.0783,86.5950,92.9357
1132,86.4838,93.0800,86.5921,92.9365
1133,86.4817,93.0817,86.5891,92.9372
1134,86.4796,93.0834,86.5861,92.9380
1135,86.4789,93.0845,86.5847,92.9387
1136,86.4784,93.0856,86.5836,92.9394
1137,86.4779,93.0866,86.5825,92.9402
1138,86.4775,93.0876,86.5814,92.9409
1139,86.4770,93.0887,86.5803,92.9417
1140,86.4765,93.0897,86.5792,92.9424
1141,86.4761,93.0907,86.5781,92.9431
1142,86.4756,93.0917,86.5770,92.9439
1143,86.4751,93.0928,86.5759,92.9446
1144,86.4747,93.0938,86.5748,92.9453
1145,86.4742,93.0948,86.5736,92.9461
1146,86.4737,93.0959,86.5725,92.9468
1147,86.4733,93.0969,86.5714,92.9476
1148,86.4728,93.0979,86.5703,92.9483
1149,86.4723,93.0990,86.5692,92.9490
1150,86.4719,93.1000,86.5671,92.9500
1151,86.4714,93.1010,86.5645,92.9511
1152,86.4709,93.1020,86.5619,92.9523
1153,86.4704,93.1031,86.5593,92.9534
1154,86.4700,93.1041,86.5567,92.9545
1155,86.4695,93.1051,86.5541,92.9556
1156,86.4690,93.1062,86.5515,92.9567
1157,86.4686,93.1072,86.5489,92.9578
1158,86.4681,93.1082,86.5463,92.9589
1159,86.4676,93.1093,86.5437,92.9600
1160,86.4672,93.1103,86.5411,92.9612
1161,86.4667,93.1113,86.5385,92.9623
1162,86.4662,93.1123,86.5359,92.9634
1163,86.4658,93.1134,86.5333,92.9645
1164,86.4653,93.1144,86.5307,92.9656
1165,86.4648,93.1154,86.5283,92.9670
1166,86.4644,93.1165,86.5260,92.9685
1167,86.4639,93.1175,86.5236,92.9701
1168,86.4634,93.1185,86.5213,92.9716
1169,86.4630,93.1196,86.5190,92.9732
1170,86.4625,93.1206,86.5167,92.9747
1171,86.4620,93.1216,86.5144,92.9763
1172,86.4615,93.1226,86.5120,92.9778
1173,86.4611,93.1237,86.5097,92.9793
1174,86.4606,93.1247,86.5074,92.9809
1175,86.4601,93.1257,86.5051,92.9824
1176,86.4597,93.1268,86.5027,92.9840
1177,86.4592,93.1278,86.5004,92.9855
1178,86.4587,93.1288,86.4981,92.9871
1179,86.4583,93.1298,86.4958,92.9885
1180,86.4578,93.1309,86.4940,92.9893
